Date,Description,Type,Amount,Balance,Source,Notes
2025-12-02,VPN,Card,-11.61,89081.75,automatique-inc-7968-monthly-statement-2025-12.pdf,VPN service
2025-12-03,Cursor,Card,-80.04,,automatique-inc-7968-monthly-statement-2025-12.pdf,AI code editor
2025-12-03,Bitrise Limited,Card,-210.00,88791.71,automatique-inc-7968-monthly-statement-2025-12.pdf,CI/CD platform
2025-12-04,Cursor,Card,-20.00,88771.71,automatique-inc-7968-monthly-statement-2025-12.pdf,AI code editor
2025-12-05,Cursor,Card,-102.11,,automatique-inc-7968-monthly-statement-2025-12.pdf,AI code editor
2025-12-05,Cursor,Card,-26.89,,automatique-inc-7968-monthly-statement-2025-12.pdf,AI code editor
2025-12-05,GOOGLE,ACH Pull,-44.40,88598.31,automatique-inc-7968-monthly-statement-2025-12.pdf,Google Ads
2025-12-06,Framer,Card,-40.00,,automatique-inc-7968-monthly-statement-2025-12.pdf,Design tool
2025-12-06,Cursor,Card,-100.05,,automatique-inc-7968-monthly-statement-2025-12.pdf,AI code editor
2025-12-06,Bitrise Limited,Card,210.00,88668.26,automatique-inc-7968-monthly-statement-2025-12.pdf,CI/CD platform refund
2025-12-08,Suno,Card,-10.00,88658.26,automatique-inc-7968-monthly-statement-2025-12.pdf,AI music generation
2025-12-09,Heroku,Card,-7.00,,automatique-inc-7968-monthly-statement-2025-12.pdf,Cloud hosting
2025-12-09,Heroku,Card,-14.00,,automatique-inc-7968-monthly-statement-2025-12.pdf,Cloud hosting
2025-12-09,Heroku,Card,-8.37,,automatique-inc-7968-monthly-statement-2025-12.pdf,Cloud hosting
2025-12-09,Heroku,Card,-9.77,,automatique-inc-7968-monthly-statement-2025-12.pdf,Cloud hosting
2025-12-09,Heroku,Card,-21.96,,automatique-inc-7968-monthly-statement-2025-12.pdf,Cloud hosting
2025-12-09,Cursor,Card,-100.01,88497.15,automatique-inc-7968-monthly-statement-2025-12.pdf,AI code editor
2025-12-11,Bitrise Limited,Card,-99.00,,automatique-inc-7968-monthly-statement-2025-12.pdf,CI/CD platform
2025-12-11,1/BLENDFI INC,Payment Request,5000.00,93398.15,automatique-inc-7968-monthly-statement-2025-12.pdf,Client revenue
2025-12-12,OpenAI,Card,-20.00,93378.15,automatique-inc-7968-monthly-statement-2025-12.pdf,AI subscription
2025-12-13,Cursor,Card,-101.09,93277.06,automatique-inc-7968-monthly-statement-2025-12.pdf,AI code editor
2025-12-14,GitHub,Card,-24.00,,automatique-inc-7968-monthly-statement-2025-12.pdf,Code hosting
2025-12-14,GitHub,Card,-4.00,93249.06,automatique-inc-7968-monthly-statement-2025-12.pdf,Code hosting
2025-12-15,Slack,Card,-17.50,93231.56,automatique-inc-7968-monthly-statement-2025-12.pdf,Team communication
2025-12-18,Cursor,Card,-100.13,93131.43,automatique-inc-7968-monthly-statement-2025-12.pdf,AI code editor
2025-12-20,Cursor,Card,-100.75,93030.68,automatique-inc-7968-monthly-statement-2025-12.pdf,AI code editor
2025-12-23,Cursor,Card,-100.93,92929.75,automatique-inc-7968-monthly-statement-2025-12.pdf,AI code editor
2025-12-24,Cursor,Card,-100.60,,automatique-inc-7968-monthly-statement-2025-12.pdf,AI code editor
2025-12-24,Anthropic,Card,-200.00,,automatique-inc-7968-monthly-statement-2025-12.pdf,AI subscription
2025-12-24,STRIPE,ACH In,18.98,92648.13,automatique-inc-7968-monthly-statement-2025-12.pdf,Stripe payout
2025-12-25,OpenRouter,Card,-10.80,92637.33,automatique-inc-7968-monthly-statement-2025-12.pdf,AI routing service
2025-12-30,OpenAI,Card,-20.00,92617.33,automatique-inc-7968-monthly-statement-2025-12.pdf,AI subscription
